Camera_Sit,Season,GRIDCODE,FREQUENCY,SUM_Shape_Area,RADIUS,BufferArea,PERCENT COvER
W57,Winter,4,67,323096.9911,1750,9621127.502,3.358202986
W57,Winter,5,11,32400,1750,9621127.502,0.336758867
W57,Winter,8,12,1627725.228,1750,9621127.502,16.91823778
W57,Winter,9,26,400532.1348,1750,9621127.502,4.16304778
W57,Winter,12,12,2768383.494,1750,9621127.502,28.77400277
W57,Winter,14,1,42300,1750,9621127.502,0.43965741
W57,Winter,16,8,791861.1361,1750,9621127.502,8.230440101
W58,Winter,1,125,1818916.847,1750,9621127.502,18.90544374
W58,Winter,2,73,4419164.882,1750,9621127.502,45.93188149
W58,Winter,3,102,187549.3905,1750,9621127.502,1.949349392
W58,Winter,4,70,190408.2896,1750,9621127.502,1.979064196
W58,Winter,5,5,6300,1750,9621127.502,0.065480891
W58,Winter,8,13,2219790.813,1750,9621127.502,23.07204444
W58,Winter,9,7,283625.1457,1750,9621127.502,2.947940828
W58,Winter,12,2,476385.1815,1750,9621127.502,4.951448585
W58,Winter,16,1,18982.54528,1750,9621127.502,0.197300631
W59,Winter,1,64,500216.0317,1750,9621127.502,5.19914149
W59,Winter,2,129,1051902.378,1750,9621127.502,10.93325473
W59,Winter,3,139,368154.6272,1750,9621127.502,3.826522693
W59,Winter,4,131,300861.7843,1750,9621127.502,3.127094867
W59,Winter,5,46,181689.2862,1750,9621127.502,1.888440686
W59,Winter,7,15,1151753.86,1750,9621127.502,11.97109029
W59,Winter,8,16,1649286.994,1750,9621127.502,17.14234629
W59,Winter,9,25,1141957.896,1750,9621127.502,11.86927308
W59,Winter,12,9,3206275.766,1750,9621127.502,33.32536406
W59,Winter,13,12,10713.5393,1750,9621127.502,0.111354301
W59,Winter,16,4,58310.61428,1750,9621127.502,0.606068408
W60,Winter,1,207,718959.9031,1750,9621127.502,7.472719834
W60,Winter,2,27,6591499.478,1750,9621127.502,68.51067587
W60,Winter,3,134,286076.328,1750,9621127.502,2.973417908
W60,Winter,4,3,4500,1750,9621127.502,0.046772065
W60,Winter,5,1,2700,1750,9621127.502,0.028063239
W60,Winter,6,1,14400,1750,9621127.502,0.149670608
W60,Winter,7,9,1872302.201,1750,9621127.502,19.46032001
W60,Winter,9,25,121546.5004,1750,9621127.502,1.263329068
W60,Winter,13,1,9137.255391,1750,9621127.502,0.094970734
W61,Winter,1,81,5266790.498,1750,9621127.502,54.74192601
W61,Winter,2,189,1661133.598,1750,9621127.502,17.26547743
W61,Winter,3,107,143573.4627,1750,9621127.502,1.492272737
W61,Winter,4,103,272312.0218,1750,9621127.502,2.830354569
W61,Winter,5,10,29700,1750,9621127.502,0.308695628
W61,Winter,6,7,1107284.49,1750,9621127.502,11.5088849
W61,Winter,7,12,457302.6968,1750,9621127.502,4.753109204
W61,Winter,8,2,18716.62545,1750,9621127.502,0.194536716
W61,Winter,9,35,94500,1750,9621127.502,0.982213363
W61,Winter,12,8,270171.2503,1750,9621127.502,2.808103834
W61,Winter,13,10,299638.0767,1750,9621127.502,3.114375905
W62,Winter,1,73,1045392.004,1750,9621127.502,10.86558726
W62,Winter,2,68,3482546.912,1750,9621127.502,36.19686894
W62,Winter,3,177,817592.9572,1750,9621127.502,8.497891303
W62,Winter,4,43,77945.49864,1750,9621127.502,0.810149316
W62,Winter,5,8,30600,1750,9621127.502,0.318050041
W62,Winter,7,21,1226549.312,1750,9621127.502,12.74849868
W62,Winter,8,9,126697.7381,1750,9621127.502,1.316869962
W62,Winter,9,20,453110.2259,1750,9621127.502,4.709533533
W62,Winter,12,3,2355330.553,1750,9621127.502,24.48081634
W62,Winter,13,1,5356.57147,1750,9621127.502,0.055675091
W63,Winter,1,33,482400,1750,9621127.502,5.013965358
W63,Winter,2,69,2405236.942,1750,9621127.502,24.99953297
W63,Winter,3,142,696619.1633,1750,9621127.502,7.240514828
W63,Winter,4,78,291136.6697,1750,9621127.502,3.026014048
W63,Winter,5,22,37774.11433,1750,9621127.502,0.392616295
W63,Winter,7,17,814579.3615,1750,9621127.502,8.466568615
W63,Winter,8,5,112500,1750,9621127.502,1.169301623
W63,Winter,9,14,455159.0279,1750,9621127.502,4.730828354
W63,Winter,12,3,4319075.383,1750,9621127.502,44.89157203
W63,Winter,13,2,6640.808849,1750,9621127.502,0.069023187
W64,Winter,1,145,514358.5049,1750,9621127.502,5.346135417
W64,Winter,2,58,2684301.4,1750,9621127.502,27.90007095
W64,Winter,3,122,163024.8796,1750,9621127.502,1.694446722
W64,Winter,4,4,3600,1750,9621127.502,0.037417652
W64,Winter,5,1,900,1750,9621127.502,0.009354413
W64,Winter,6,14,3846212.12,1750,9621127.502,39.97672954
W64,Winter,7,14,1714337.178,1750,9621127.502,17.8184644
W64,Winter,9,28,25672.73338,1750,9621127.502,0.266837056
W64,Winter,13,16,668715.8491,1750,9621127.502,6.950493578
W65,Winter,1,35,94254.35799,1750,9621127.502,0.979660211
W65,Winter,2,50,4045423.651,1750,9621127.502,42.04729279
W65,Winter,3,176,1068789.189,1750,9621127.502,11.10877274
W65,Winter,4,21,38448.95197,1750,9621127.502,0.399630417
W65,Winter,5,5,6300,1750,9621127.502,0.065480891
W65,Winter,7,17,1161831.153,1750,9621127.502,12.07583158
W65,Winter,8,8,168649.6406,1750,9621127.502,1.752909319
W65,Winter,9,16,523723.6576,1750,9621127.502,5.443474869
W65,Winter,12,4,2513700.437,1750,9621127.502,26.12688
W66,Winter,1,94,1345282.031,1750,9621127.502,13.98258188
W66,Winter,2,90,3598964.568,1750,9621127.502,37.40688986
W66,Winter,3,180,431840.1949,1750,9621127.502,4.48845725
W66,Winter,4,28,139587.5261,1750,9621127.502,1.45084374
W66,Winter,7,16,948331.5556,1750,9621127.502,9.856761127
W66,Winter,8,12,467639.8556,1750,9621127.502,4.860551484
W66,Winter,9,16,352102.4258,1750,9621127.502,3.659679447
W66,Winter,12,4,2337375.156,1750,9621127.502,24.29419167
WB_ E1,Summer,1,18,167856.1073,1750,9621127.502,1.744661499
WB_ E1,Summer,2,58,570588.4307,1750,9621127.502,5.930577582
WB_ E1,Summer,3,82,218761.5435,1750,9621127.502,2.273762025
WB_ E1,Summer,4,76,283805.1067,1750,9621127.502,2.949811305
WB_ E1,Summer,5,22,81125.98783,1750,9621127.502,0.84320666
WB_ E1,Summer,7,10,487925.9503,1750,9621127.502,5.071400937
WB_ E1,Summer,8,19,609410.2722,1750,9621127.502,6.334083735
WB_ E1,Summer,9,22,1094926.121,1750,9621127.502,11.38043457
WB_ E1,Summer,12,4,6091399.842,1750,9621127.502,63.31274417
WB_ E1,Summer,13,2,7222.586861,1750,9621127.502,0.075070067
WB_ E1,Summer,14,1,8100,1750,9621127.502,0.084189717
WB_ E10,Summer,1,12,43200,1750,9621127.502,0.449011823
WB_ E10,Summer,2,29,96130.5596,1750,9621127.502,0.999161061
WB_ E10,Summer,3,24,83906.4101,1750,9621127.502,0.872105791
WB_ E10,Summer,4,27,63131.50556,1750,9621127.502,0.65617575
WB_ E10,Summer,5,7,8100,1750,9621127.502,0.084189717
WB_ E10,Summer,7,6,156431.2352,1750,9621127.502,1.625913753
WB_ E10,Summer,8,5,252741.1272,1750,9621127.502,2.626938757
WB_ E10,Summer,9,15,1549410.143,1750,9621127.502,16.10424706
WB_ E10,Summer,12,5,7121939.915,1750,9621127.502,74.02396356
WB_ E10,Summer,13,2,157500,1750,9621127.502,1.637022272
WB_ E10,Summer,14,7,88629.85328,1750,9621127.502,0.921200278
WB_ E2,Summer,1,212,1594013.328,1750,9621127.502,16.5678433
WB_ E2,Summer,2,106,4167151.911,1750,9621127.502,43.31251103
WB_ E2,Summer,3,94,137068.9484,1750,9621127.502,1.424666167
WB_ E2,Summer,4,2,1515.23028,1750,9621127.502,0.015748989
WB_ E2,Summer,6,7,2432006.048,1750,9621127.502,25.2777655
WB_ E2,Summer,7,11,961861.8213,1750,9621127.502,9.997391898
WB_ E2,Summer,9,31,31500,1750,9621127.502,0.327404454
WB_ E2,Summer,13,2,296005.8346,1750,9621127.502,3.076623136
WB_ E3,Summer,1,99,1562414.368,1750,9621127.502,16.23941027
WB_ E3,Summer,2,77,4469778.762,1750,9621127.502,46.45795165
WB_ E3,Summer,3,111,267987.0319,1750,9621127.502,2.785401522
WB_ E3,Summer,4,146,940169.8825,1750,9621127.502,9.771930393
WB_ E3,Summer,5,3,2822.116431,1750,9621127.502,0.029332492
WB_ E3,Summer,6,3,105300,1750,9621127.502,1.094466319
WB_ E3,Summer,7,1,16200,1750,9621127.502,0.168379434
WB_ E3,Summer,8,8,1824810.382,1750,9621127.502,18.96669992
WB_ E3,Summer,9,5,354849.2299,1750,9621127.502,3.688229159
WB_ E3,Summer,13,1,34200,1750,9621127.502,0.355467693
WB_ E3,Summer,16,1,42590.77222,1750,9621127.502,0.442679636
WB_ E4,Summer,2,14,5280904.525,1750,9621127.502,54.88862427
WB_ E4,Summer,3,124,201359.4504,1750,9621127.502,2.092888286
WB_ E4,Summer,4,110,144375.7612,1750,9621127.502,1.500611661
WB_ E4,Summer,5,14,15300,1750,9621127.502,0.159025021
WB_ E4,Summer,6,24,2171503.693,1750,9621127.502,22.57015815
WB_ E4,Summer,7,8,184240.9493,1750,9621127.502,1.914962143
WB_ E4,Summer,8,27,1462675.775,1750,9621127.502,15.20274806
WB_ E4,Summer,9,4,104061.2013,1750,9621127.502,1.081590503
WB_ E4,Summer,12,3,56700,1750,9621127.502,0.589328018
WB_ E5,Summer,1,51,214029.6992,1750,9621127.502,2.224580218
WB_ E5,Summer,2,58,2657881.367,1750,9621127.502,27.62546662
WB_ E5,Summer,3,148,592479.4889,1750,9621127.502,6.158108692
WB_ E5,Summer,4,96,407835.1703,1750,9621127.502,4.238954013
WB_ E5,Summer,5,38,82344.74433,1750,9621127.502,0.855874161
WB_ E5,Summer,6,1,51300,1750,9621127.502,0.53320154
WB_ E5,Summer,7,18,896680.6938,1750,9621127.502,9.319912802
WB_ E5,Summer,8,9,368169.5045,1750,9621127.502,3.826677324
WB_ E5,Summer,9,16,470886.1039,1750,9621127.502,4.894292315
WB_ E5,Summer,12,3,3688914.138,1750,9621127.502,38.341807
WB_ E5,Summer,13,3,174401.8138,1750,9621127.502,1.812696212
WB_ E5,Summer,14,1,16200,1750,9621127.502,0.168379434
WB_ E6,Summer,1,163,2328596.566,1750,9621127.502,24.20294883
WB_ E6,Summer,2,59,6631015.585,1750,9621127.502,68.92139808
WB_ E6,Summer,3,42,63196.3955,1750,9621127.502,0.656850203
WB_ E6,Summer,4,36,143972.6568,1750,9621127.502,1.496421878
WB_ E6,Summer,5,3,14400,1750,9621127.502,0.149670608
WB_ E6,Summer,8,9,348908.3167,1750,9621127.502,3.626480541
WB_ E6,Summer,9,1,59345.37624,1750,9621127.502,0.616823509
WB_ E6,Summer,12,2,31687.60928,1750,9621127.502,0.329354426
WB_ E7,Summer,1,76,155454.2684,1750,9621127.502,1.615759363
WB_ E7,Summer,2,37,5823772.756,1750,9621127.502,60.53108385
WB_ E7,Summer,3,198,414007.1758,1750,9621127.502,4.303104556
WB_ E7,Summer,4,54,344609.1874,1750,9621127.502,3.581796285
WB_ E7,Summer,5,21,90710.6938,1750,9621127.502,0.942828102
WB_ E7,Summer,7,22,1500351.599,1750,9621127.502,15.59434275
WB_ E7,Summer,9,9,101793.9054,1750,9621127.502,1.0580247
WB_ E7,Summer,12,3,1190423.526,1750,9621127.502,12.37301476
WB_ E8,Summer,1,98,3216616.725,1750,9621127.502,33.43284584
WB_ E8,Summer,2,165,2662123.148,1750,9621127.502,27.66955482
WB_ E8,Summer,3,148,358667.1175,1750,9621127.502,3.727911489
WB_ E8,Summer,4,179,753192.3739,1750,9621127.502,7.828525023
WB_ E8,Summer,5,8,12600,1750,9621127.502,0.130961782
WB_ E8,Summer,8,16,1537436.893,1750,9621127.502,15.97979959
WB_ E8,Summer,9,3,220218.0399,1750,9621127.502,2.288900546
WB_ E8,Summer,12,1,759583.4625,1750,9621127.502,7.894952669
WB_ E8,Summer,16,3,100684.8721,1750,9621127.502,1.046497639
WB_ E9,Summer,1,42,282600,1750,9621127.502,2.937285676
WB_ E9,Summer,2,63,830627.7363,1750,9621127.502,8.633372088
WB_ E9,Summer,3,90,240411.0403,1750,9621127.502,2.498782396
WB_ E9,Summer,4,50,449971.495,1750,9621127.502,4.676910216
WB_ E9,Summer,5,17,40500,1750,9621127.502,0.420948584
WB_ E9,Summer,8,7,5149563.374,1750,9621127.502,53.52349164
WB_ E9,Summer,9,19,1390006.547,1750,9621127.502,14.44743921
WB_ E9,Summer,12,6,1218975.84,1750,9621127.502,12.66978158
WB_ E9,Summer,16,2,18466.24758,1750,9621127.502,0.19193434
WB_ H1,Summer,1,88,2769788.651,1750,9621127.502,28.78860768
WB_ H1,Summer,2,117,2959316.511,1750,9621127.502,30.75852087
WB_ H1,Summer,3,109,355023.8763,1750,9621127.502,3.690044397
WB_ H1,Summer,4,66,331849.2025,1750,9621127.502,3.449171653
WB_ H1,Summer,5,6,9000,1750,9621127.502,0.09354413
WB_ H1,Summer,8,13,1617103.671,1750,9621127.502,16.80783952
WB_ H1,Summer,9,17,942814.8244,1750,9621127.502,9.799421369
WB_ H1,Summer,12,7,624890.9949,1750,9621127.502,6.49498715
WB_ H1,Summer,16,1,11334.93422,1750,9621127.502,0.117812951
WB_ H10,Summer,1,36,1803070.706,1750,9621127.502,18.74074224
WB_ H10,Summer,2,78,1725390.464,1750,9621127.502,17.93334995
WB_ H10,Summer,3,97,340554.4687,1750,9621127.502,3.539652381
WB_ H10,Summer,4,42,111649.4769,1750,9621127.502,1.160461462
WB_ H10,Summer,5,1,900,1750,9621127.502,0.009354413
WB_ H10,Summer,8,28,968783.7495,1750,9621127.502,10.06933698
WB_ H10,Summer,9,4,1555158.499,1750,9621127.502,16.16399428
WB_ H10,Summer,11,1,39212.37006,1750,9621127.502,0.407565226
WB_ H10,Summer,12,8,2717061.19,1750,9621127.502,28.24056941
WB_ H10,Summer,16,6,359340.9764,1750,9621127.502,3.734915439
WB_ H2,Summer,1,2,1800,1750,9621127.502,0.018708826
WB_ H2,Summer,2,43,2382564.511,1750,9621127.502,24.76388044
WB_ H2,Summer,3,18,21521.19611,1750,9621127.502,0.22368684
WB_ H2,Summer,4,153,591050.0773,1750,9621127.502,6.143251685
WB_ H2,Summer,5,69,200151.6975,1750,9621127.502,2.080335152
WB_ H2,Summer,7,7,142210.189,1750,9621127.502,1.478103153
WB_ H2,Summer,8,23,625867.1232,1750,9621127.502,6.505132824
WB_ H2,Summer,9,19,1305668.694,1750,9621127.502,13.57084909
WB_ H2,Summer,12,2,4350289.414,1750,9621127.502,45.21600419
WB_ H3,Summer,1,74,462881.0195,1750,9621127.502,4.811089131
WB_ H3,Summer,2,52,1626439.212,1750,9621127.502,16.9048712
WB_ H3,Summer,3,93,248110.8155,1750,9621127.502,2.578812259
WB_ H3,Summer,4,94,240997.2842,1750,9621127.502,2.504875693
WB_ H3,Summer,5,46,141300,1750,9621127.502,1.468642838
WB_ H3,Summer,7,9,802933.788,1750,9621127.502,8.345526944
WB_ H3,Summer,8,5,158400,1750,9621127.502,1.646376685
WB_ H3,Summer,9,19,1490253.72,1750,9621127.502,15.48938749
WB_ H3,Summer,12,4,4432705.865,1750,9621127.502,46.07262365
WB_ H3,Summer,14,1,17100,1750,9621127.502,0.177733847
WB_ H4,Summer,1,41,509989.8098,1750,9621127.502,5.300728108
WB_ H4,Summer,2,47,1520149.002,1750,9621127.502,15.80011285
WB_ H4,Summer,3,101,367014.1081,1750,9621127.502,3.814668375
WB_ H4,Summer,4,65,217612.505,1750,9621127.502,2.261819158
WB_ H4,Summer,5,6,3455.99328,1750,9621127.502,0.035920876
WB_ H4,Summer,8,5,3354333.497,1750,9621127.502,34.86424534
WB_ H4,Summer,9,11,1545086.85,1750,9621127.502,16.05931165
WB_ H4,Summer,12,4,2033188.928,1750,9621127.502,21.13254322
WB_ H4,Summer,16,3,70292.60022,1750,9621127.502,0.73060668
WB_ H5,Summer,1,27,306212.4521,1750,9621127.502,3.182708596
WB_ H5,Summer,2,61,249222.0812,1750,9621127.502,2.590362525
WB_ H5,Summer,3,48,225857.719,1750,9621127.502,2.347518199
WB_ H5,Summer,4,59,386668.381,1750,9621127.502,4.018950803
WB_ H5,Summer,5,18,37513.68235,1750,9621127.502,0.389909419
WB_ H5,Summer,8,11,1734796.459,1750,9621127.502,18.0311139
WB_ H5,Summer,9,26,1137268.895,1750,9621127.502,11.82053657
WB_ H5,Summer,11,1,31500,1750,9621127.502,0.327404454
WB_ H5,Summer,12,7,4313577.367,1750,9621127.502,44.8344268
WB_ H5,Summer,13,2,27000,1750,9621127.502,0.280632389
WB_ H5,Summer,14,1,10800,1750,9621127.502,0.112252956
WB_ H5,Summer,16,5,1160704.323,1750,9621127.502,12.06411954
WB_ H6,Summer,1,26,94959.80015,1750,9621127.502,0.98699243
WB_ H6,Summer,2,98,436092.6034,1750,9621127.502,4.5326559
WB_ H6,Summer,3,55,1675060.252,1750,9621127.502,17.41022819
WB_ H6,Summer,4,156,300714.1237,1750,9621127.502,3.125560114
WB_ H6,Summer,5,24,608994.9291,1750,9621127.502,6.329766745
WB_ H6,Summer,7,7,461045.4887,1750,9621127.502,4.792011005
WB_ H6,Summer,8,3,263290.1526,1750,9621127.502,2.736583135
WB_ H6,Summer,9,8,1270849.426,1750,9621127.502,13.20894486
WB_ H6,Summer,12,1,1226386.515,1750,9621127.502,12.7468066
WB_ H7,Summer,1,12,17266.8759,1750,9621127.502,0.17946832
WB_ H7,Summer,2,77,1155550.451,1750,9621127.502,12.01055127
WB_ H7,Summer,3,87,1956689.342,1750,9621127.502,20.33742242
WB_ H7,Summer,4,106,244968.5917,1750,9621127.502,2.546152638
WB_ H7,Summer,5,35,67666.49128,1750,9621127.502,0.703311449
WB_ H7,Summer,8,24,653914.2761,1750,9621127.502,6.796649103
WB_ H7,Summer,9,12,2186560.779,1750,9621127.502,22.72665837
WB_ H7,Summer,12,10,2926391.9,1750,9621127.502,30.41630931
WB_ H7,Summer,13,1,18000,1750,9621127.502,0.18708826
WB_ H7,Summer,14,4,394113.2751,1750,9621127.502,4.096331486
WB_ H8,Summer,1,28,71953.00144,1750,9621127.502,0.747864545
WB_ H8,Summer,2,15,343352.3525,1750,9621127.502,3.568733004
WB_ H8,Summer,3,28,101447.7982,1750,9621127.502,1.054427333
WB_ H8,Summer,4,28,114751.2289,1750,9621127.502,1.192700428
WB_ H8,Summer,8,15,2575051.283,1750,9621127.502,26.76454795
WB_ H8,Summer,9,15,1419618.083,1750,9621127.502,14.75521536
WB_ H8,Summer,12,14,4711899.374,1750,9621127.502,48.97450297
WB_ H8,Summer,15,2,29700,1750,9621127.502,0.308695628
WB_ H8,Summer,16,8,253348.5976,1750,9621127.502,2.633252679
WB_ H9,Summer,1,3,1140.504213,1750,9621127.502,0.011854164
WB_ H9,Summer,2,27,356570.6837,1750,9621127.502,3.706121591
WB_ H9,Summer,3,43,266062.3466,1750,9621127.502,2.765396744
WB_ H9,Summer,4,48,125921.7184,1750,9621127.502,1.308804175
WB_ H9,Summer,5,12,17859.8143,1750,9621127.502,0.185631199
WB_ H9,Summer,7,11,215222.3661,1750,9621127.502,2.236976551
WB_ H9,Summer,8,11,160989.7247,1750,9621127.502,1.673293745
WB_ H9,Summer,9,12,1139341.963,1750,9621127.502,11.84208361
WB_ H9,Summer,12,5,7329013.517,1750,9621127.502,76.17624354
WB_ H9,Summer,13,2,9000,1750,9621127.502,0.09354413
WB_ S1,Summer,1,17,313303.0563,1750,9621127.502,3.256406864
WB_ S1,Summer,2,76,1705929.433,1750,9621127.502,17.73107603
WB_ S1,Summer,3,104,1940467.414,1750,9621127.502,20.16881508
WB_ S1,Summer,4,65,149480.5135,1750,9621127.502,1.553669395
WB_ S1,Summer,5,35,74680.12742,1750,9621127.502,0.776209726
WB_ S1,Summer,8,26,967607.6986,1750,9621127.502,10.05711335
WB_ S1,Summer,9,11,857383.7435,1750,9621127.502,8.911468467
WB_ S1,Summer,12,19,3570123.075,1750,9621127.502,37.10711738
WB_ S1,Summer,13,1,5247.118142,1750,9621127.502,0.054537456
WB_ S1,Summer,14,5,36900,1750,9621127.502,0.383530932
WB_ S10,Summer,1,42,993997.5694,1750,9621127.502,10.33140419
WB_ S10,Summer,2,77,3090272.564,1750,9621127.502,32.11965088
WB_ S10,Summer,3,171,591615.2606,1750,9621127.502,6.149126082
WB_ S10,Summer,4,59,117797.1854,1750,9621127.502,1.224359467
WB_ S10,Summer,5,11,32080.51759,1750,9621127.502,0.333438234
WB_ S10,Summer,7,27,1412396.276,1750,9621127.502,14.6801534
WB_ S10,Summer,8,7,279000,1750,9621127.502,2.899868024
WB_ S10,Summer,9,13,581855.8712,1750,9621127.502,6.047689017
WB_ S10,Summer,12,4,1848760.321,1750,9621127.502,19.21563061
WB_ S10,Summer,13,1,673346.6805,1750,9621127.502,6.998625477
WB_ S11,Summer,1,21,53100,1750,9621127.502,0.551910366
WB_ S11,Summer,2,59,2960659.939,1750,9621127.502,30.77248419
WB_ S11,Summer,3,180,923587.0887,1750,9621127.502,9.59957228
WB_ S11,Summer,4,24,24300,1750,9621127.502,0.252569151
WB_ S11,Summer,5,2,1800,1750,9621127.502,0.018708826
WB_ S11,Summer,7,10,2208459.949,1750,9621127.502,22.95427379
WB_ S11,Summer,8,6,137432.9235,1750,9621127.502,1.428449248
WB_ S11,Summer,9,21,450704.9854,1750,9621127.502,4.684533962
WB_ S11,Summer,12,5,2861077.409,1750,9621127.502,29.73744406
WB_ S12,Summer,1,27,72821.58384,1750,9621127.502,0.75689241
WB_ S12,Summer,2,30,358372.2628,1750,9621127.502,3.724846831
WB_ S12,Summer,3,40,74596.1226,1750,9621127.502,0.775336597
WB_ S12,Summer,4,74,122752.3098,1750,9621127.502,1.275862001
WB_ S12,Summer,5,25,161182.459,1750,9621127.502,1.675296985
WB_ S12,Summer,7,1,308565.1327,1750,9621127.502,3.20716187
WB_ S12,Summer,8,13,2432245.768,1750,9621127.502,25.2802571
WB_ S12,Summer,9,28,985791.8005,1750,9621127.502,10.24611513
WB_ S12,Summer,12,9,4419844.832,1750,9621127.502,45.93894875
WB_ S12,Summer,13,16,217800,1750,9621127.502,2.263767942
WB_ S12,Summer,14,2,27049.99002,1750,9621127.502,0.281151975
WB_ S12,Summer,16,13,440100,1750,9621127.502,4.574307948
WB_ S13,Summer,1,3,35964.09921,1750,9621127.502,0.373803374
WB_ S13,Summer,2,13,114355.6409,1750,9621127.502,1.188588769
WB_ S13,Summer,3,24,99793.58673,1750,9621127.502,1.037233804
WB_ S13,Summer,4,6,74700,1750,9621127.502,0.776416277
WB_ S13,Summer,8,10,1218340.859,1750,9621127.502,12.66318172
WB_ S13,Summer,9,14,2384196.942,1750,9621127.502,24.78084758
WB_ S13,Summer,12,4,5531823.186,1750,9621127.502,57.49662069
WB_ S13,Summer,13,1,45183.12637,1750,9621127.502,0.469624026
WB_ S13,Summer,14,1,44100,1750,9621127.502,0.458366236
WB_ S13,Summer,16,3,72665.66075,1750,9621127.502,0.755271778
WB_ S14,Summer,1,134,1640030.582,1750,9621127.502,17.04613707
WB_ S14,Summer,2,108,3409197.46,1750,9621127.502,35.43448998
WB_ S14,Summer,3,163,503533.5628,1750,9621127.502,5.233623219
WB_ S14,Summer,4,110,462688.4245,1750,9621127.502,4.809087339
WB_ S14,Summer,5,13,59483.349,1750,9621127.502,0.618257569
WB_ S14,Summer,8,24,2090677.213,1750,9621127.502,21.73006451
WB_ S14,Summer,9,8,1205921.323,1750,9621127.502,12.53409564
WB_ S14,Summer,12,4,249590.4492,1750,9621127.502,2.594191264
WB_ S15,Summer,1,97,2912492.807,1750,9621127.502,30.27184503
WB_ S15,Summer,2,100,3132171.503,1750,9621127.502,32.55513974
WB_ S15,Summer,3,126,278899.9657,1750,9621127.502,2.898828289
WB_ S15,Summer,4,61,192600,1750,9621127.502,2.001844378
WB_ S15,Summer,5,6,14400,1750,9621127.502,0.149670608
WB_ S15,Summer,8,19,644405.4217,1750,9621127.502,6.697816047
WB_ S15,Summer,9,12,443614.1794,1750,9621127.502,4.610833598
WB_ S15,Summer,12,13,1828930.416,1750,9621127.502,19.0095227
WB_ S15,Summer,16,5,173608.6775,1750,9621127.502,1.804452518
WB_ S16,Summer,1,9,49129.77733,1750,9621127.502,0.510644697
WB_ S16,Summer,2,58,976706.8459,1750,9621127.502,10.151688
WB_ S16,Summer,3,96,592421.1223,1750,9621127.502,6.157502041
WB_ S16,Summer,4,71,227034.0571,1750,9621127.502,2.359744812
WB_ S16,Summer,5,22,46800,1750,9621127.502,0.486429475
WB_ S16,Summer,7,10,674672.9706,1750,9621127.502,7.01241066
WB_ S16,Summer,8,8,522780.5697,1750,9621127.502,5.433672609
WB_ S16,Summer,9,12,1218043.984,1750,9621127.502,12.66009606
WB_ S16,Summer,12,4,5227132.899,1750,9621127.502,54.32973317
WB_ S16,Summer,13,1,14400,1750,9621127.502,0.149670608
WB_ S16,Summer,14,4,72000,1750,9621127.502,0.748353039
WB_ S17,Summer,1,44,6518571.431,1750,9621127.502,67.7526769
WB_ S17,Summer,2,203,1143859.525,1750,9621127.502,11.88903821
WB_ S17,Summer,3,78,110572.0391,1750,9621127.502,1.149262798
WB_ S17,Summer,4,78,235221.3878,1750,9621127.502,2.444842226
WB_ S17,Summer,5,20,56663.35321,1750,9621127.502,0.588947119
WB_ S17,Summer,6,8,219656.9241,1750,9621127.502,2.283068425
WB_ S17,Summer,7,11,502544.2813,1750,9621127.502,5.223340832
WB_ S17,Summer,8,2,26100,1750,9621127.502,0.271277976
WB_ S17,Summer,9,16,78877.55687,1750,9621127.502,0.819836935
WB_ S17,Summer,12,11,504093.4824,1750,9621127.502,5.239442906
WB_ S17,Summer,13,5,224962.6188,1750,9621127.502,2.338214713
WB_ S18,Summer,1,124,776331.7248,1750,9621127.502,8.069030628
WB_ S18,Summer,2,155,1064506.375,1750,9621127.502,11.06425806
WB_ S18,Summer,3,74,173594.3873,1750,9621127.502,1.80430399
WB_ S18,Summer,4,139,753289.3906,1750,9621127.502,7.829533394
WB_ S18,Summer,5,54,198649.5748,1750,9621127.502,2.064722402
WB_ S18,Summer,7,2,54900,1750,9621127.502,0.570619192
WB_ S18,Summer,8,11,540294.8755,1750,9621127.502,5.615712663
WB_ S18,Summer,9,9,1671236.448,1750,9621127.502,17.37048436
WB_ S18,Summer,12,2,4373919.039,1750,9621127.502,45.4616056
WB_ S18,Summer,14,1,14400,1750,9621127.502,0.149670608
WB_ S19,Summer,1,63,507136.1552,1750,9621127.502,5.271067816
WB_ S19,Summer,2,95,1655923.489,1750,9621127.502,17.21132465
WB_ S19,Summer,3,82,137783.3596,1750,9621127.502,1.432091609
WB_ S19,Summer,4,169,856839.3914,1750,9621127.502,8.905810585
WB_ S19,Summer,5,72,334595.035,1750,9621127.502,3.477711266
WB_ S19,Summer,7,7,568800,1750,9621127.502,5.911989004
WB_ S19,Summer,8,9,498174.09,1750,9621127.502,5.177917972
WB_ S19,Summer,9,18,1376014.225,1750,9621127.502,14.30200592
WB_ S19,Summer,12,2,3678656.719,1750,9621127.502,38.23519352
WB_ S19,Summer,14,1,7200,1750,9621127.502,0.074835304
WB_ S2,Summer,1,102,1262597.55,1750,9621127.502,13.12317657
WB_ S2,Summer,2,99,1870208.597,1750,9621127.502,19.43855953
WB_ S2,Summer,3,69,447235.196,1750,9621127.502,4.648469693
WB_ S2,Summer,4,69,153819.3141,1750,9621127.502,1.598765988
WB_ S2,Summer,5,14,25716.94162,1750,9621127.502,0.267296547
WB_ S2,Summer,7,5,138600,1750,9621127.502,1.440579599
WB_ S2,Summer,8,12,395889.9539,1750,9621127.502,4.114797916
